Statistical profiling result from isolate-0x148008000-26156-v8.log, (11192 ticks, 5014 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name

 [JavaScript]:
   ticks  total  nonlib   name
      1    9.1%      JS: ^_attrModified /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/nodes/HTMLInputElement-impl.js:217:16
      1  100.0%        JS: *exports.clone /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/node.js:13:17
      1  100.0%          JS: *exports.clone /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/node.js:13:17
      1  100.0%            JS: *exports.clone /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/node.js:13:17
      9    2.6%    JS: *_insert /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/nodes/Node-impl.js:764:10
      8   88.9%      JS: *exports.clone /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/node.js:13:17
      8  100.0%        JS: *exports.clone /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/node.js:13:17
      8  100.0%          JS: *exports.clone /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/node.js:13:17
      8  100.0%            JS: *exports.clone /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/node.js:13:17
      1   11.1%      JS: *_preInsert /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/nodes/Node-impl.js:748:13
      1  100.0%        JS: ^insertBefore /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/nodes/Node-impl.js:594:15
      1  100.0%          JS: ^insertBefore /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/generated/Node.js:352:17
      1  100.0%            JS: ^_sanitizeElements /Users/andris/Projects/email-text-tools/node_modules/dompurify/dist/purify.cjs.js:889:55
      6    1.7%    JS: *_modified /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/nodes/Node-impl.js:216:12
      3   50.0%      JS: *_attrModified /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/nodes/HTMLAnchorElement-impl.js:37:16
      3  100.0%        JS: *exports.clone /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/node.js:13:17
      3  100.0%          JS: *exports.clone /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/node.js:13:17
      3  100.0%            JS: *exports.clone /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/node.js:13:17
      2   33.3%      JS: *_insert /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/nodes/Node-impl.js:764:10
      1   50.0%        JS: *exports.clone /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/node.js:13:17
      1  100.0%          JS: *exports.clone /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/node.js:13:17
      1  100.0%            JS: *exports.clone /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/node.js:13:17
      1   50.0%        JS: *_preInsert /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/nodes/Node-impl.js:748:13
      1  100.0%          JS: ^insertBefore /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/nodes/Node-impl.js:594:15
      1  100.0%            JS: ^insertBefore /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/generated/Node.js:352:17
      1   16.7%      JS: *_attrModified /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/nodes/HTMLImageElement-impl.js:14:16
      1  100.0%        JS: *exports.clone /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/node.js:13:17
      1  100.0%          JS: *exports.clone /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/node.js:13:17
      1  100.0%            JS: *exports.clone /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/node.js:13:17
      6    1.7%    Builtin: GeneratorPrototypeNext
      6  100.0%      JS: *shadowIncludingInclusiveDescendantsIterator /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/helpers/shadow-dom.js:238:54
      6  100.0%        Builtin: GeneratorPrototypeNext
      6  100.0%          JS: *shadowIncludingInclusiveDescendantsIterator /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/helpers/shadow-dom.js:238:54
      6  100.0%            Builtin: GeneratorPrototypeNext
      5    1.4%    JS: *onWhitespaceCharacter /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/parser/index.js:1115:26
      5  100.0%      JS: *_stateData /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/tokenizer/index.js:795:15
      5  100.0%        JS: *_callState /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/tokenizer/index.js:493:15
      5  100.0%          JS: *_runParsingLoop /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/tokenizer/index.js:208:20
      5  100.0%            JS: ~write /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/tokenizer/index.js:238:10
      5    1.4%    JS: *get nodeName /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/nodes/Node-impl.js:150:15
      5  100.0%      JS: *_preInsertValidity /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/nodes/Node-impl.js:614:21
      5  100.0%        JS: *exports.clone /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/node.js:13:17
      5  100.0%          JS: *exports.clone /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/node.js:13:17
      5  100.0%            JS: *exports.clone /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/node.js:13:17
      5    1.4%    JS: *_attrModified /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/nodes/HTMLAnchorElement-impl.js:37:16
      5  100.0%      JS: *exports.clone /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/node.js:13:17
      5  100.0%        JS: *exports.clone /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/node.js:13:17
      5  100.0%          JS: *exports.clone /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/node.js:13:17
      5  100.0%            JS: *exports.clone /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/node.js:13:17
      4    1.2%    JS: ^_preRemove /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/nodes/Node-impl.js:1058:13
      4  100.0%      JS: ^removeChild /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/nodes/Node-impl.js:609:14
      4  100.0%        JS: ^removeChild /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/generated/Node.js:451:16
      4  100.0%          JS: ^_forceRemove /Users/andris/Projects/email-text-tools/node_modules/dompurify/dist/purify.cjs.js:753:45
      4  100.0%            JS: ^_sanitizeElements /Users/andris/Projects/email-text-tools/node_modules/dompurify/dist/purify.cjs.js:889:55
      4    1.2%    JS: *onCharacter /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/parser/index.js:625:16
      4  100.0%      JS: *_stateData /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/tokenizer/index.js:795:15
      4  100.0%        JS: *_callState /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/tokenizer/index.js:493:15
      4  100.0%          JS: *_runParsingLoop /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/tokenizer/index.js:208:20
      4  100.0%            JS: ~write /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/tokenizer/index.js:238:10
      4    1.2%    JS: *_attach /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/nodes/Element-impl.js:86:10
      4  100.0%      JS: *_attach /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/nodes/Element-impl.js:86:10
      4  100.0%        JS: *_attach /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/nodes/Element-impl.js:86:10
      4  100.0%          JS: *_attach /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/nodes/Element-impl.js:86:10
      4  100.0%            JS: *_attach /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/nodes/Element-impl.js:86:10

    315    2.8%  Builtin: GeneratorPrototypeNext
    310   98.4%    JS: *shadowIncludingInclusiveDescendantsIterator /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/helpers/shadow-dom.js:238:54
    310  100.0%      Builtin: GeneratorPrototypeNext
    306   98.7%        JS: *shadowIncludingInclusiveDescendantsIterator /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/helpers/shadow-dom.js:238:54
    306  100.0%          Builtin: GeneratorPrototypeNext
    303   99.0%            JS: *shadowIncludingInclusiveDescendantsIterator /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/helpers/shadow-dom.js:238:54

    188    1.7%  JS: *returnTrue /Users/andris/Projects/email-text-tools/node_modules/symbol-tree/lib/SymbolTree.js:12:20
    171   91.0%    JS: *queueMutationRecord /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/helpers/mutation-observers.js:33:29
    168   98.2%      JS: *replaceData /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/nodes/CharacterData-impl.js:67:14
     86   51.2%        JS: *onCharacter /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/parser/index.js:625:16
     86  100.0%          JS: *_stateData /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/tokenizer/index.js:795:15
     86  100.0%            JS: *_callState /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/tokenizer/index.js:493:15
     82   48.8%        JS: *onWhitespaceCharacter /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/parser/index.js:1115:26
     82  100.0%          JS: *_stateData /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/tokenizer/index.js:795:15
     82  100.0%            JS: *_callState /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/tokenizer/index.js:493:15
      2    1.2%      JS: *exports.clone /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/node.js:13:17
      2  100.0%        JS: *exports.clone /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/node.js:13:17
      2  100.0%          JS: *exports.clone /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/node.js:13:17
      2  100.0%            JS: *exports.clone /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/node.js:13:17
     17    9.0%    JS: *replaceData /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/nodes/CharacterData-impl.js:67:14
      9   52.9%      JS: *onWhitespaceCharacter /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/parser/index.js:1115:26
      9  100.0%        JS: *_stateData /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/tokenizer/index.js:795:15
      9  100.0%          JS: *_callState /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/tokenizer/index.js:493:15
      9  100.0%            JS: *_runParsingLoop /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/tokenizer/index.js:208:20
      8   47.1%      JS: *onCharacter /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/parser/index.js:625:16
      8  100.0%        JS: *_stateData /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/tokenizer/index.js:795:15
      8  100.0%          JS: *_callState /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/tokenizer/index.js:493:15
      8  100.0%            JS: *_runParsingLoop /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/tokenizer/index.js:208:20

    177    1.6%  JS: *_stateData /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/tokenizer/index.js:795:15
    159   89.8%    JS: *_callState /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/tokenizer/index.js:493:15
    159  100.0%      JS: *_runParsingLoop /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/tokenizer/index.js:208:20
    159  100.0%        JS: ~write /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/tokenizer/index.js:238:10
    159  100.0%          JS: ~parse /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/parser/index.js:114:17
    159  100.0%            JS: ~parse /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/index.js:42:15
     18   10.2%    JS: *_runParsingLoop /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/tokenizer/index.js:208:20
     18  100.0%      JS: ~write /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/tokenizer/index.js:238:10
     18  100.0%        JS: ~parse /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/parser/index.js:114:17
     18  100.0%          JS: ~parse /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/index.js:42:15
     18  100.0%            JS: ~parseIntoDocument /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/browser/parser/html.js:196:27

    175    1.6%  JS: *_runParsingLoop /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/tokenizer/index.js:208:20
    175  100.0%    JS: ~write /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/tokenizer/index.js:238:10
    175  100.0%      JS: ~parse /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/parser/index.js:114:17
    175  100.0%        JS: ~parse /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/index.js:42:15
    175  100.0%          JS: ~parseIntoDocument /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/browser/parser/html.js:196:27
    175  100.0%            JS: ~parseIntoDocument /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/browser/parser/index.js:21:27

    174    1.6%  Builtin: GrowFastSmiOrObjectElements
    164   94.3%    JS: *replaceData /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/nodes/CharacterData-impl.js:67:14
     95   57.9%      JS: *onWhitespaceCharacter /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/parser/index.js:1115:26
     95  100.0%        JS: *_stateData /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/tokenizer/index.js:795:15
     95  100.0%          JS: *_callState /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/tokenizer/index.js:493:15
     95  100.0%            JS: *_runParsingLoop /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/tokenizer/index.js:208:20
     66   40.2%      JS: *onCharacter /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/parser/index.js:625:16
     66  100.0%        JS: *_stateData /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/tokenizer/index.js:795:15
     66  100.0%          JS: *_callState /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/tokenizer/index.js:493:15
     66  100.0%            JS: *_runParsingLoop /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/tokenizer/index.js:208:20
      3    1.8%      JS: *set data /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/nodes/CharacterData-impl.js:25:11
      3  100.0%        JS: ^insertText /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/browser/parser/html.js:139:13
      3  100.0%          JS: ^_insertCharacters /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/parser/index.js:333:22
      3  100.0%            JS: ^characterInBody /Users/andris/Projects/email-text-tools/node_modules/parse5/dist/cjs/parser/index.js:1652:25
      6    3.4%    JS: *exports.clone /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/node.js:13:17
      6  100.0%      JS: *exports.clone /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/node.js:13:17
      6  100.0%        JS: *exports.clone /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/node.js:13:17
      6  100.0%          JS: *exports.clone /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/node.js:13:17
      6  100.0%            JS: *exports.clone /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/node.js:13:17
      2    1.1%    JS: ^queueTreeMutationRecord /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/helpers/mutation-observers.js:95:33
      2  100.0%      JS: ^_insert /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/nodes/Node-impl.js:764:10
      2  100.0%        JS: ^_preInsert /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/nodes/Node-impl.js:748:13
      2  100.0%          JS: ^_append /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/nodes/Node-impl.js:863:10
      2  100.0%            JS: ^appendChild /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/browser/parser/html.js:99:14
      2    1.1%    JS: *_insert /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/nodes/Node-impl.js:764:10
      2  100.0%      JS: *exports.clone /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/node.js:13:17
      2  100.0%        JS: *exports.clone /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/node.js:13:17
      2  100.0%          JS: *exports.clone /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/node.js:13:17
      2  100.0%            JS: *exports.clone /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/node.js:13:17

    159    1.4%  Builtin: ResumeGeneratorTrampoline
    158   99.4%    JS: *shadowIncludingInclusiveDescendantsIterator /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/helpers/shadow-dom.js:238:54
    158  100.0%      Builtin: GeneratorPrototypeNext
    156   98.7%        JS: *shadowIncludingInclusiveDescendantsIterator /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/helpers/shadow-dom.js:238:54
    156  100.0%          Builtin: GeneratorPrototypeNext
    155   99.4%            JS: *shadowIncludingInclusiveDescendantsIterator /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/helpers/shadow-dom.js:238:54

    113    1.0%  Builtin: CallFunction_ReceiverIsNotNullOrUndefined
    108   95.6%    Builtin: GeneratorPrototypeNext
    105   97.2%      JS: *shadowIncludingInclusiveDescendantsIterator /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/helpers/shadow-dom.js:238:54
    105  100.0%        Builtin: GeneratorPrototypeNext
    103   98.1%          JS: *shadowIncludingInclusiveDescendantsIterator /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/helpers/shadow-dom.js:238:54
    103  100.0%            Builtin: GeneratorPrototypeNext
      2    1.9%          JS: *shadowIncludingDescendantsIterator /Users/andris/Projects/email-text-tools/node_modules/jsdom/lib/jsdom/living/helpers/shadow-dom.js:251:45
      2  100.0%            Builtin: GeneratorPrototypeNext

